time,close
2024-03-11,8.74
2024-03-12,8.74
2024-03-13,8.72
2024-03-14,8.72
2024-03-15,8.72
2024-03-18,8.72
2024-03-19,8.72
2024-03-20,8.72
2024-03-21,8.74
2024-03-22,8.76
2024-03-25,8.72
2024-03-26,8.67
2024-03-27,8.63
2024-03-28,8.65
2024-03-29,8.65
2024-04-01,8.63
2024-04-02,8.63
2024-04-03,8.65
2024-04-04,8.65
2024-04-05,8.63
2024-04-08,8.63
2024-04-09,8.63
2024-04-10,8.63
2024-04-11,8.63
2024-04-12,8.63
2024-04-15,8.57
2024-04-16,8.57
2024-04-17,8.57
2024-04-19,8.44
2024-04-22,8.48
2024-04-23,8.48
2024-04-24,8.61
2024-04-25,8.59
2024-04-26,8.44
2024-05-02,8.48
2024-05-03,8.46
2024-05-06,8.57
2024-05-07,8.54
2024-05-08,8.54
2024-05-09,8.52
2024-05-10,8.48
2024-05-13,8.46
2024-05-14,8.46
2024-05-15,8.46
2024-05-16,8.39
2024-05-17,8.48
2024-05-20,8.59
2024-05-21,8.57
2024-05-22,8.57
2024-05-23,8.59
2024-05-24,8.57
2024-05-27,8.61
2024-05-28,8.63
2024-05-29,8.57
2024-05-30,8.57
2024-05-31,8.57
2024-06-03,8.61
2024-06-04,8.59
2024-06-05,8.59
2024-06-06,8.52
2024-06-07,8.48
2024-06-10,8.44
2024-06-11,8.46
2024-06-12,8.48
2024-06-13,8.5
2024-06-14,8.46
2024-06-17,8.44
2024-06-18,8.5
2024-06-19,8.52
2024-06-20,8.52
2024-06-21,8.5
2024-06-24,8.5
2024-06-25,8.54
2024-06-26,8.57
2024-06-27,8.57
2024-06-28,8.54
2024-07-01,8.5
2024-07-02,8.46
2024-07-03,8.46
2024-07-04,8.5
2024-07-05,8.54
2024-07-08,8.57
2024-07-09,8.54
2024-07-10,8.54
2024-07-11,8.52
2024-07-12,8.54
2024-07-15,8.57
2024-07-16,8.59
2024-07-17,8.44
2024-07-18,8.37
2024-07-19,8.35
2024-07-22,8.31
2024-07-23,8.31
2024-07-24,8.26
2024-07-25,8.31
2024-07-26,8.37
2024-07-29,8.33
2024-07-30,8.24
2024-07-31,8.26
2024-08-01,8.22
2024-08-02,8.18
2024-08-05,8.0
2024-08-06,8.02
2024-08-07,8.0
2024-08-08,8.0
2024-08-09,8.05
2024-08-12,7.98
2024-08-13,8.0
2024-08-14,8.0
2024-08-15,7.98
2024-08-16,8.02
2024-08-19,8.02
2024-08-20,8.02
2024-08-21,7.98
2024-08-22,7.96
2024-08-23,7.96
2024-08-26,7.94
2024-08-27,7.9
2024-08-28,7.9
2024-08-29,7.87
2024-08-30,7.87
2024-09-04,7.87
2024-09-05,7.85
2024-09-06,7.74
2024-09-09,7.74
2024-09-10,7.74
2024-09-11,7.72
2024-09-12,7.76
2024-09-13,7.7
2024-09-16,7.66
2024-09-17,7.66
2024-09-18,7.68
2024-09-19,7.57
2024-09-20,7.57
2024-09-23,7.57
2024-09-24,7.57
2024-09-25,7.57
2024-09-26,7.57
2024-09-27,7.57
2024-09-30,7.55
2024-10-01,7.57
2024-10-02,7.48
2024-10-03,7.53
2024-10-04,7.51
2024-10-07,7.51
2024-10-08,7.48
2024-10-09,7.48
2024-10-10,7.48
2024-10-11,7.48
2024-10-14,7.48
2024-10-15,7.46
2024-10-16,7.48
2024-10-17,7.48
2024-10-18,7.51
2024-10-21,7.48
2024-10-22,7.46
2024-10-23,7.46
2024-10-24,7.44
2024-10-25,7.44
2024-10-28,7.31
2024-10-29,7.44
2024-10-30,7.44
2024-10-31,7.44
2024-11-01,7.44
2024-11-04,7.42
2024-11-05,7.44
2024-11-06,7.46
2024-11-07,7.48
2024-11-08,7.51
2024-11-11,7.46
2024-11-12,7.46
2024-11-13,7.74
2024-11-14,7.57
2024-11-15,7.35
2024-11-18,7.35
2024-11-19,7.35
2024-11-20,7.44
2024-11-21,7.46
2024-11-22,7.46
2024-11-25,7.44
2024-11-26,7.44
2024-11-27,7.44
2024-11-28,7.35
2024-11-29,7.35
2024-12-02,7.35
2024-12-03,7.31
2024-12-04,7.29
2024-12-05,7.29
2024-12-06,7.27
2024-12-09,7.25
2024-12-10,7.22
2024-12-11,7.2
2024-12-12,7.2
2024-12-13,7.2
2024-12-16,7.22
2024-12-17,7.2
2024-12-18,7.2
2024-12-19,7.18
2024-12-20,7.2
2024-12-23,7.25
2024-12-24,7.22
2024-12-25,7.27
2024-12-26,7.29
2024-12-27,7.29
2024-12-30,7.27
2024-12-31,7.38
2025-01-02,7.27
2025-01-03,7.25
2025-01-06,7.27
2025-01-07,7.31
2025-01-08,7.35
2025-01-09,7.31
2025-01-10,7.29
2025-01-13,7.31
2025-01-14,7.31
2025-01-15,7.66
2025-01-16,7.9
2025-01-17,8.05
2025-01-20,8.09
2025-01-21,8.18
2025-01-22,8.48
2025-01-23,7.9
2025-01-24,7.57
2025-02-03,7.53
2025-02-04,7.42
2025-02-05,7.35
2025-02-06,7.27
2025-02-07,7.51
2025-02-10,7.74
2025-02-11,8.13
2025-02-12,8.22
2025-02-13,8.44
2025-02-14,8.48
2025-02-17,9.06
2025-02-18,9.6
2025-02-19,9.6
2025-02-20,9.52
2025-02-21,9.52
2025-02-24,9.3
2025-02-25,8.78
2025-02-26,9.09
2025-02-27,9.3
2025-02-28,9.52
2025-03-03,9.22
2025-03-04,9.09
2025-03-05,9.09
2025-03-06,9.3
2025-03-07,9.17
2025-03-10,9.39
2025-03-11,9.17
2025-03-12,9.71
2025-03-13,9.47
2025-03-14,9.04
2025-03-17,9.13
2025-03-18,9.13
2025-03-19,9.13
2025-03-20,9.17
2025-03-21,9.3
2025-03-24,9.09
2025-03-25,9.09
2025-03-26,9.04
2025-03-27,9.09
2025-03-28,9.71
2025-03-31,9.77
2025-04-01,9.91
2025-04-02,10.11
2025-04-03,9.77
2025-04-04,10.16
2025-04-08,10.05
2025-04-09,10.05
2025-04-10,10.68
2025-04-11,10.9
2025-04-14,11.07
2025-04-15,11.36
2025-04-16,10.84
2025-04-17,11.19
2025-04-18,10.84
2025-04-21,10.79
2025-04-22,10.68
2025-04-23,10.45
2025-04-24,10.5
2025-04-25,10.62
2025-04-28,10.45
2025-04-29,10.22
2025-05-05,10.5
2025-05-06,10.33
2025-05-07,10.22
2025-05-08,10.22
2025-05-09,10.16
2025-05-12,9.94
2025-05-13,9.94
2025-05-14,9.71
2025-05-15,9.71
2025-05-16,9.65
2025-05-19,9.48
2025-05-20,9.43
2025-05-21,9.37
2025-05-22,9.54
2025-05-23,9.54
2025-05-26,9.54
2025-05-27,9.48
2025-05-28,9.31
2025-05-29,9.54
2025-05-30,9.54
2025-06-02,9.26
2025-06-03,8.8
2025-06-04,9.31
2025-06-05,9.0
2025-06-06,9.2
2025-06-09,8.97
2025-06-10,9.0
2025-06-11,8.91
2025-06-12,8.86
2025-06-13,8.89
2025-06-16,8.8
2025-06-17,9.03
2025-06-18,8.63
2025-06-19,8.57
2025-06-20,8.52
2025-06-23,8.49
2025-06-24,8.49
2025-06-25,8.49
2025-06-26,8.23
2025-06-27,8.18
2025-06-30,8.15
2025-07-01,8.18
2025-07-02,8.57
2025-07-03,8.52
2025-07-04,8.52
2025-07-07,8.52
2025-07-08,8.46
2025-07-09,8.52
2025-07-10,8.57
2025-07-11,8.57
2025-07-14,8.52
2025-07-15,8.52
2025-07-16,8.52
2025-07-17,8.52
2025-07-18,8.52
2025-07-21,8.57
2025-07-22,8.52
2025-07-23,9.11
2025-07-24,9.74
2025-07-25,10.42
2025-07-28,10.79
2025-07-29,11.36
2025-07-30,11.02
2025-07-31,10.73
2025-08-01,10.56
2025-08-04,10.79
2025-08-05,11.07
2025-08-06,11.24
2025-08-07,10.73
2025-08-08,11.36
2025-08-11,11.53
2025-08-12,11.3
2025-08-13,11.07
2025-08-14,10.84
2025-08-15,10.5
2025-08-18,11.21
2025-08-19,11.98
2025-08-20,12.8
2025-08-21,13.68
2025-08-22,14.31
2025-08-25,14.71
2025-08-26,15.67
2025-08-27,16.3
2025-08-28,16.41
2025-08-29,16.52
